Sharp-beaked ground finch	Sharp-beaked_ground_finch	Sharp-beaked_ground_finch.jpg
Vampire ground finch	Vampire_ground_finch	Vampire_ground_finch.jpg
Woodpecker finch	Woodpecker_finch	Woodpecker_finch.jpg
Mangrove finch	Mangrove_finch	Mangrove_finch.jpg
Green warbler-finch	Green_warbler-finch	Green_warbler-finch.jpg
Yellow warbler	American_yellow_warbler	American_yellow_warbler.jpg
Galápagos martin	Galápagos_martin	Galápagos_martin.jpg
Galápagos rail	Galápagos_rail	Galápagos_rail.jpg
Paint-billed crake	Paint-billed_crake	Paint-billed_crake.jpg
Common gallinule	Common_gallinule	Common_gallinule.jpg
American flamingo	American_flamingo	American_flamingo.jpg
White-cheeked pintail	White-cheeked_pintail	White-cheeked_pintail.jpg
Great blue heron	Great_blue_heron	Great_blue_heron.jpg
Striated heron	Striated_heron	Striated_heron.jpg
Cattle egret	Western_cattle_egret	Western_cattle_egret.jpg
Yellow-crowned night heron	Yellow-crowned_night_heron	Yellow-crowned_night_heron.jpg
American oystercatcher	American_oystercatcher	American_oystercatcher.jpg
Ruddy turnstone	Ruddy_turnstone	Ruddy_turnstone.jpg
Whimbrel	Whimbrel	Whimbrel.jpg
Sanderling	Sanderling	Sanderling.jpg
Wandering tattler	Wandering_tattler	Wandering_tattler.jpg
Semipalmated plover	Semipalmated_plover	Semipalmated_plover.jpg
Black-necked stilt	Black-necked_stilt	Black-necked_stilt.jpg
Galápagos giant tortoise	Galápagos_tortoise	Galápagos_tortoise.jpg
Galápagos marine iguana	Marine_iguana	Marine_iguana.jpg
Galápagos land iguana	Galápagos_land_iguana	Galápagos_land_iguana.jpg
Santa Fe land iguana	Santa_Fe_land_iguana	Santa_Fe_land_iguana.jpg
Pink land iguana	Galápagos_pink_land_iguana	Galápagos_pink_land_iguana.jpg
Lava lizard	Microlophus	Microlophus.jpg
Galápagos leaf-toed gecko	Phyllodactylus_galapagensis	Phyllodactylus_galapagensis.jpg
Galápagos racer	Pseudalsophis_biserialis	Pseudalsophis_biserialis.jpg
Green sea turtle	Green_sea_turtle	Green_sea_turtle.jpg
Hawksbill sea turtle	Hawksbill_sea_turtle	Hawksbill_sea_turtle.jpg
Galápagos sea lion	Galápagos_sea_lion	Galápagos_sea_lion.jpg
Galápagos fur seal	Galápagos_fur_seal	Galápagos_fur_seal.jpg
Bottlenose dolphin	Common_bottlenose_dolphin	Common_bottlenose_dolphin.jpg
Common dolphin	Short-beaked_common_dolphin	Short-beaked_common_dolphin.jpg
Orca	Orca	Orca.jpg
Humpback whale	Humpback_whale	Humpback_whale.jpg
Sperm whale	Sperm_whale	Sperm_whale.jpg
Bryde's whale	Bryde's_whale	Bryde's_whale.jpg
Galápagos rice rat	Aegialomys_galapagoensis	Aegialomys_galapagoensis.jpg
Scalloped hammerhead	Scalloped_hammerhead	Scalloped_hammerhead.jpg
Whale shark	Whale_shark	Whale_shark.jpg
Galápagos shark	Galápagos_shark	Galápagos_shark.jpg
Whitetip reef shark	Whitetip_reef_shark	Whitetip_reef_shark.jpg
Blacktip reef shark	Blacktip_reef_shark	Blacktip_reef_shark.jpg
Horn shark	Horn_shark	Horn_shark.jpg
Spotted eagle ray	Spotted_eagle_ray	Spotted_eagle_ray.jpg
Golden cownose ray	Golden_cownose_ray	Golden_cownose_ray.jpg
Manta ray	Giant_oceanic_manta_ray	Giant_oceanic_manta_ray.jpg
Marbled ray	Taeniurops_meyeni	Taeniurops_meyeni.jpg
Mola mola	Ocean_sunfish	Ocean_sunfish.jpg
Yellowtail surgeonfish	Prionurus_laticlavius	Prionurus_laticlavius.jpg
King angelfish	King_angelfish	King_angelfish.jpg
Moorish idol	Moorish_idol	Moorish_idol.jpg
Parrotfish	Parrotfish	Parrotfish.jpg
Pufferfish	Tetraodontidae	Tetraodontidae.jpg
Sally Lightfoot crab	Grapsus_grapsus	Grapsus_grapsus.jpg
Ghost crab	Ocypode	Ocypode.jpg
Hermit crab	Hermit_crab	Hermit_crab.jpg
Galápagos slipper lobster	Scyllarides_astori	Scyllarides_astori.jpg
Pencil sea urchin	Eucidaris	Eucidaris.jpg
Chocolate chip sea star	Nidorellia_armata	Nidorellia_armata.jpg
Panamic cushion star	Pentaceraster_cumingi	Pentaceraster_cumingi.jpg
Green sea anemone	Actiniaria	Actiniaria.jpg
Galápagos carpenter bee	Xylocopa_darwini	Xylocopa_darwini.jpg
Painted locust	Schistocerca_melanocera	Schistocerca_melanocera.jpg
Galápagos giant centipede	Scolopendra_galapagoensis	Scolopendra_galapagoensis.jpg
